row_id,order_id,created_at,item_name,item_cat,item_size,item_price,quantity,cust_firstname,cust_lastname,delivery,delivery_address1,delivery_address2,delivery_city,delivery_postcode
1565,1792,16/01/2025 22:29,Garlic Bread,Sides,N/A,6,4,Melissa,Marquez,TRUE,10555 Espinoza Mills Apt. 827,Suite 681,Philadelphia,19103
1566,1792,16/01/2025 22:29,Coca Cola,Beverages,1.5L,6,1,Melissa,Marquez,TRUE,10555 Espinoza Mills Apt. 827,Suite 681,Philadelphia,19103
1567,1792,16/01/2025 22:29,Coca Cola,Beverages,33CL,3,5,Melissa,Marquez,TRUE,10555 Espinoza Mills Apt. 827,Suite 681,Philadelphia,19103
1568,1244,17/01/2025 01:20,Margherita,Special Pizza,Regular,13,3,Crystal,Smith,TRUE,09244 Tran Loaf Apt. 289,Apt. 384,Philadelphia,19111
1569,1272,17/01/2025 01:52,Pepperoni,Signature Pizza,Large,17,1,James,Schultz,TRUE,0449 Velasquez Falls Apt. 022,Suite 225,Philadelphia,19106
1570,1522,17/01/2025 02:14,Coca Cola,Beverages,33CL,3,5,Connie,Welch,FALSE,86159 Thomas Forest,Suite 500,Philadelphia,19106
1571,1522,17/01/2025 02:14,Chocolate Brownie,Desserts,N/A,5,1,Connie,Welch,FALSE,86159 Thomas Forest,Suite 500,Philadelphia,19106
1572,1828,17/01/2025 02:33,Pepperoni,Signature Pizza,Regular,15,5,Christine,Smith,TRUE,2991 Michael Street,Apt. 339,Philadelphia,19102
1573,1828,17/01/2025 02:33,Coca Cola,Beverages,33CL,3,1,Christine,Smith,TRUE,2991 Michael Street,Apt. 339,Philadelphia,19102
1574,1250,17/01/2025 03:54,Margherita,Special Pizza,Large,15,1,Kyle,Griffith,TRUE,0592 Sanchez Point,Suite 038,Philadelphia,19111
1575,1250,17/01/2025 03:54,Garlic Bread,Sides,N/A,6,4,Kyle,Griffith,TRUE,0592 Sanchez Point,Suite 038,Philadelphia,19111
1576,1109,17/01/2025 04:59,Garlic Bread,Sides,N/A,6,3,John,Carpenter,FALSE,96847 Richard Way,Apt. 356,New York,10002
1577,1700,17/01/2025 05:50,Pepperoni,Signature Pizza,Large,17,5,Andrew,Lewis,TRUE,9584 Sims Common Suite 637,Apt. 782,Philadelphia,19102
1578,1700,17/01/2025 05:50,Garlic Bread,Sides,N/A,6,2,Andrew,Lewis,TRUE,9584 Sims Common Suite 637,Apt. 782,Philadelphia,19102
1579,1700,17/01/2025 05:50,Margherita,Special Pizza,Large,15,2,Andrew,Lewis,TRUE,9584 Sims Common Suite 637,Apt. 782,Philadelphia,19102
1580,1700,17/01/2025 05:50,Margherita,Special Pizza,Regular,13,3,Andrew,Lewis,TRUE,9584 Sims Common Suite 637,Apt. 782,Philadelphia,19102
1581,1700,17/01/2025 05:50,Chocolate Brownie,Desserts,N/A,5,4,Andrew,Lewis,TRUE,9584 Sims Common Suite 637,Apt. 782,Philadelphia,19102
1582,1243,17/01/2025 06:09,Margherita,Special Pizza,Regular,13,1,Juan,Murphy,FALSE,779 Dixon Plains Apt. 952,Suite 773,New York,10001
1583,1243,17/01/2025 06:09,Garlic Bread,Sides,N/A,6,2,Juan,Murphy,FALSE,779 Dixon Plains Apt. 952,Suite 773,New York,10001
1584,1243,17/01/2025 06:09,Margherita,Special Pizza,Large,15,1,Juan,Murphy,FALSE,779 Dixon Plains Apt. 952,Suite 773,New York,10001
1585,1243,17/01/2025 06:09,Garlic Bread,Sides,N/A,6,4,Juan,Murphy,FALSE,779 Dixon Plains Apt. 952,Suite 773,New York,10001
1586,1243,17/01/2025 06:09,Pepperoni,Signature Pizza,Large,17,4,Juan,Murphy,FALSE,779 Dixon Plains Apt. 952,Suite 773,New York,10001
1587,1769,17/01/2025 06:37,Garlic Bread,Sides,N/A,6,3,John,Dixon,TRUE,6396 Daniel Street Suite 568,Suite 020,New York,10001
1588,1769,17/01/2025 06:37,Coca Cola,Beverages,1.5L,6,2,John,Dixon,TRUE,6396 Daniel Street Suite 568,Suite 020,New York,10001
1589,1596,17/01/2025 06:41,Pepperoni,Signature Pizza,Large,17,2,Dawn,Davis,TRUE,3743 Arthur Route,Apt. 477,Philadelphia,19107
1590,1596,17/01/2025 06:41,Margherita,Special Pizza,Regular,13,5,Dawn,Davis,TRUE,3743 Arthur Route,Apt. 477,Philadelphia,19107
1591,1596,17/01/2025 06:41,Margherita,Special Pizza,Regular,13,5,Dawn,Davis,TRUE,3743 Arthur Route,Apt. 477,Philadelphia,19107
1592,1055,17/01/2025 08:04,Garlic Bread,Sides,N/A,6,1,John,Steele,TRUE,529 Stone Parkway Apt. 680,Apt. 102,New York,10003
1593,1078,17/01/2025 08:12,Garlic Bread,Sides,N/A,6,1,Melinda,Mccoy,FALSE,14496 Edward Path Suite 841,Suite 955,Philadelphia,19111
1594,1078,17/01/2025 08:12,Pepperoni,Signature Pizza,Large,17,4,Melinda,Mccoy,FALSE,14496 Edward Path Suite 841,Suite 955,Philadelphia,19111
1595,1078,17/01/2025 08:12,Pepperoni,Signature Pizza,Large,17,4,Melinda,Mccoy,FALSE,14496 Edward Path Suite 841,Suite 955,Philadelphia,19111
1596,1078,17/01/2025 08:12,Margherita,Special Pizza,Large,15,2,Melinda,Mccoy,FALSE,14496 Edward Path Suite 841,Suite 955,Philadelphia,19111
1597,1987,17/01/2025 09:47,Garlic Bread,Sides,N/A,6,3,Lori,Vang,TRUE,77053 Gonzales Shoal,Apt. 949,New York,10002
1598,1987,17/01/2025 09:47,Chocolate Brownie,Desserts,N/A,5,4,Lori,Vang,TRUE,77053 Gonzales Shoal,Apt. 949,New York,10002
1599,1987,17/01/2025 09:47,Coca Cola,Beverages,1.5L,6,4,Lori,Vang,TRUE,77053 Gonzales Shoal,Apt. 949,New York,10002
1600,1987,17/01/2025 09:47,Pepperoni,Signature Pizza,Large,17,4,Lori,Vang,TRUE,77053 Gonzales Shoal,Apt. 949,New York,10002
1601,1987,17/01/2025 09:47,Coca Cola,Beverages,33CL,3,1,Lori,Vang,TRUE,77053 Gonzales Shoal,Apt. 949,New York,10002
1602,1467,17/01/2025 10:07,Chocolate Brownie,Desserts,N/A,5,1,Pamela,Adams,FALSE,03949 Sara Crest Apt. 296,Apt. 472,New York,10007
1603,1467,17/01/2025 10:07,Coca Cola,Beverages,1.5L,6,4,Pamela,Adams,FALSE,03949 Sara Crest Apt. 296,Apt. 472,New York,10007
1604,1467,17/01/2025 10:07,Coca Cola,Beverages,1.5L,6,5,Pamela,Adams,FALSE,03949 Sara Crest Apt. 296,Apt. 472,New York,10007
1605,1565,17/01/2025 10:28,Chocolate Brownie,Desserts,N/A,5,5,Daniel,Holloway,TRUE,4441 Scott Rest,Suite 432,New York,10006
1606,1565,17/01/2025 10:28,Garlic Bread,Sides,N/A,6,2,Daniel,Holloway,TRUE,4441 Scott Rest,Suite 432,New York,10006
1607,1565,17/01/2025 10:28,Chocolate Brownie,Desserts,N/A,5,5,Daniel,Holloway,TRUE,4441 Scott Rest,Suite 432,New York,10006
1608,1565,17/01/2025 10:28,Coca Cola,Beverages,1.5L,6,4,Daniel,Holloway,TRUE,4441 Scott Rest,Suite 432,New York,10006
1609,1565,17/01/2025 10:28,Coca Cola,Beverages,1.5L,6,4,Daniel,Holloway,TRUE,4441 Scott Rest,Suite 432,New York,10006
1610,1143,17/01/2025 11:39,Garlic Bread,Sides,N/A,6,5,Tyler,Mcknight,FALSE,12340 Joshua Ports,Suite 908,New York,10003
1611,1143,17/01/2025 11:39,Chocolate Brownie,Desserts,N/A,5,4,Tyler,Mcknight,FALSE,12340 Joshua Ports,Suite 908,New York,10003
1612,1143,17/01/2025 11:39,Chocolate Brownie,Desserts,N/A,5,4,Tyler,Mcknight,FALSE,12340 Joshua Ports,Suite 908,New York,10003
1613,1915,17/01/2025 11:53,Coca Cola,Beverages,33CL,3,1,Timothy,Brown,TRUE,9626 Williams Orchard Apt. 911,Suite 161,New York,10007
1614,1915,17/01/2025 11:53,Chocolate Brownie,Desserts,N/A,5,3,Timothy,Brown,TRUE,9626 Williams Orchard Apt. 911,Suite 161,New York,10007
1615,1915,17/01/2025 11:53,Pepperoni,Signature Pizza,Large,17,3,Timothy,Brown,TRUE,9626 Williams Orchard Apt. 911,Suite 161,New York,10007
1616,1036,17/01/2025 12:32,Garlic Bread,Sides,N/A,6,1,Kristi,Paul,TRUE,717 Desiree Canyon,Suite 413,Philadelphia,19104
1617,1036,17/01/2025 12:32,Coca Cola,Beverages,1.5L,6,1,Kristi,Paul,TRUE,717 Desiree Canyon,Suite 413,Philadelphia,19104
1618,1157,17/01/2025 13:17,Margherita,Special Pizza,Large,15,1,Sandra,Jones,TRUE,885 Maxwell Expressway Apt. 360,Apt. 324,New York,10003
1619,1019,17/01/2025 13:34,Chocolate Brownie,Desserts,N/A,5,4,Michelle,Cortez,FALSE,7195 Dana Mount,Suite 414,New York,10006
1620,1019,17/01/2025 13:34,Pepperoni,Signature Pizza,Regular,15,3,Michelle,Cortez,FALSE,7195 Dana Mount,Suite 414,New York,10006
1621,1019,17/01/2025 13:34,Chocolate Brownie,Desserts,N/A,5,3,Michelle,Cortez,FALSE,7195 Dana Mount,Suite 414,New York,10006
1622,1206,17/01/2025 13:53,Chocolate Brownie,Desserts,N/A,5,5,Sharon,Watts,TRUE,581 Duke Camp,Apt. 450,Philadelphia,19115
1623,1206,17/01/2025 13:53,Chocolate Brownie,Desserts,N/A,5,4,Sharon,Watts,TRUE,581 Duke Camp,Apt. 450,Philadelphia,19115
1624,1206,17/01/2025 13:53,Margherita,Special Pizza,Large,15,3,Sharon,Watts,TRUE,581 Duke Camp,Apt. 450,Philadelphia,19115
1625,1316,17/01/2025 15:34,Chocolate Brownie,Desserts,N/A,5,1,Stephanie,Charles,TRUE,30596 Adam Branch Apt. 595,Suite 726,Philadelphia,19114
1626,1316,17/01/2025 15:34,Coca Cola,Beverages,33CL,3,4,Stephanie,Charles,TRUE,30596 Adam Branch Apt. 595,Suite 726,Philadelphia,19114
1627,1316,17/01/2025 15:34,Margherita,Special Pizza,Large,15,1,Stephanie,Charles,TRUE,30596 Adam Branch Apt. 595,Suite 726,Philadelphia,19114
1628,1542,17/01/2025 15:59,Chocolate Brownie,Desserts,N/A,5,3,Sarah,Washington,TRUE,0180 Jane Neck Suite 808,Apt. 699,Philadelphia,19107
1629,1729,17/01/2025 16:38,Pepperoni,Signature Pizza,Large,17,3,Laura,Aguilar,TRUE,5481 Tyrone Valleys,Apt. 407,New York,10004
1630,1729,17/01/2025 16:38,Margherita,Special Pizza,Regular,13,5,Laura,Aguilar,TRUE,5481 Tyrone Valleys,Apt. 407,New York,10004
1631,1729,17/01/2025 16:38,Garlic Bread,Sides,N/A,6,2,Laura,Aguilar,TRUE,5481 Tyrone Valleys,Apt. 407,New York,10004
1632,1969,17/01/2025 18:04,Chocolate Brownie,Desserts,N/A,5,1,Kevin,Daniels,TRUE,284 Anthony Ports,Suite 216,New York,10003
1633,1969,17/01/2025 18:04,Coca Cola,Beverages,33CL,3,1,Kevin,Daniels,TRUE,284 Anthony Ports,Suite 216,New York,10003
1634,1553,17/01/2025 18:06,Pepperoni,Signature Pizza,Large,17,5,Lisa,Harper,TRUE,174 Aaron Village Apt. 490,Suite 976,New York,10001
1635,1553,17/01/2025 18:06,Coca Cola,Beverages,1.5L,6,4,Lisa,Harper,TRUE,174 Aaron Village Apt. 490,Suite 976,New York,10001
1636,1553,17/01/2025 18:06,Garlic Bread,Sides,N/A,6,5,Lisa,Harper,TRUE,174 Aaron Village Apt. 490,Suite 976,New York,10001
1637,1465,17/01/2025 18:09,Coca Cola,Beverages,1.5L,6,2,Dawn,Bennett,TRUE,71452 Johnson Camp Suite 553,Apt. 513,New York,10004
1638,1465,17/01/2025 18:09,Coca Cola,Beverages,33CL,3,3,Dawn,Bennett,TRUE,71452 Johnson Camp Suite 553,Apt. 513,New York,10004
1639,1465,17/01/2025 18:09,Chocolate Brownie,Desserts,N/A,5,2,Dawn,Bennett,TRUE,71452 Johnson Camp Suite 553,Apt. 513,New York,10004
1640,1465,17/01/2025 18:09,Pepperoni,Signature Pizza,Large,17,3,Dawn,Bennett,TRUE,71452 Johnson Camp Suite 553,Apt. 513,New York,10004
1641,1251,17/01/2025 18:18,Margherita,Special Pizza,Regular,13,3,Mark,Robinson,FALSE,0406 Morgan Turnpike,Suite 540,New York,10003
1642,1251,17/01/2025 18:18,Coca Cola,Beverages,1.5L,6,5,Mark,Robinson,FALSE,0406 Morgan Turnpike,Suite 540,New York,10003
1643,1251,17/01/2025 18:18,Chocolate Brownie,Desserts,N/A,5,4,Mark,Robinson,FALSE,0406 Morgan Turnpike,Suite 540,New York,10003
1644,1251,17/01/2025 18:18,Margherita,Special Pizza,Large,15,3,Mark,Robinson,FALSE,0406 Morgan Turnpike,Suite 540,New York,10003
1645,1675,17/01/2025 19:02,Pepperoni,Signature Pizza,Large,17,2,David,Hood,TRUE,11895 Rodriguez Cliff Apt. 849,Apt. 764,New York,10003
1646,1675,17/01/2025 19:02,Margherita,Special Pizza,Regular,13,4,David,Hood,TRUE,11895 Rodriguez Cliff Apt. 849,Apt. 764,New York,10003
1647,1675,17/01/2025 19:02,Chocolate Brownie,Desserts,N/A,5,4,David,Hood,TRUE,11895 Rodriguez Cliff Apt. 849,Apt. 764,New York,10003
1648,1087,17/01/2025 22:23,Pepperoni,Signature Pizza,Large,17,5,Alejandro,Adams,TRUE,03180 Steven Springs Apt. 381,Apt. 433,New York,10003
1649,1684,17/01/2025 23:28,Margherita,Special Pizza,Regular,13,2,Lisa,Paul,TRUE,83668 Ryan Pine Apt. 893,Suite 594,Philadelphia,19106
1650,1684,17/01/2025 23:28,Coca Cola,Beverages,1.5L,6,5,Lisa,Paul,TRUE,83668 Ryan Pine Apt. 893,Suite 594,Philadelphia,19106
1651,1187,17/01/2025 23:36,Margherita,Special Pizza,Large,15,4,Angel,Sanders,TRUE,827 Bradley Light Suite 092,Suite 108,New York,10009
1652,1187,17/01/2025 23:36,Chocolate Brownie,Desserts,N/A,5,2,Angel,Sanders,TRUE,827 Bradley Light Suite 092,Suite 108,New York,10009
1653,1187,17/01/2025 23:36,Chocolate Brownie,Desserts,N/A,5,2,Angel,Sanders,TRUE,827 Bradley Light Suite 092,Suite 108,New York,10009
1654,1074,18/01/2025 00:12,Margherita,Special Pizza,Regular,13,3,Travis,Jackson,TRUE,4804 Cook Parkways Suite 578,Suite 578,Philadelphia,19111
1655,1074,18/01/2025 00:12,Pepperoni,Signature Pizza,Regular,15,5,Travis,Jackson,TRUE,4804 Cook Parkways Suite 578,Suite 578,Philadelphia,19111
1656,1510,18/01/2025 00:23,Margherita,Special Pizza,Regular,13,2,Christian,Miller,TRUE,72340 Carl Glen Apt. 912,Suite 124,Philadelphia,19107
1657,1510,18/01/2025 00:23,Chocolate Brownie,Desserts,N/A,5,5,Christian,Miller,TRUE,72340 Carl Glen Apt. 912,Suite 124,Philadelphia,19107
1658,1510,18/01/2025 00:23,Pepperoni,Signature Pizza,Large,17,1,Christian,Miller,TRUE,72340 Carl Glen Apt. 912,Suite 124,Philadelphia,19107
1659,1412,18/01/2025 02:51,Chocolate Brownie,Desserts,N/A,5,2,Jason,Tyler,FALSE,76374 Mercer Highway,Suite 538,Philadelphia,19106
1660,1412,18/01/2025 02:51,Chocolate Brownie,Desserts,N/A,5,1,Jason,Tyler,FALSE,76374 Mercer Highway,Suite 538,Philadelphia,19106
1661,1412,18/01/2025 02:51,Pepperoni,Signature Pizza,Large,17,1,Jason,Tyler,FALSE,76374 Mercer Highway,Suite 538,Philadelphia,19106
1662,1724,18/01/2025 04:37,Margherita,Special Pizza,Regular,13,4,Margaret,Thomas,TRUE,1195 Kathleen Prairie,Apt. 009,Philadelphia,19111
1663,1538,18/01/2025 04:38,Margherita,Special Pizza,Regular,13,1,Tanner,Flores,TRUE,74050 Day Centers Apt. 049,Apt. 441,Philadelphia,19103
1664,1538,18/01/2025 04:38,Margherita,Special Pizza,Regular,13,2,Tanner,Flores,TRUE,74050 Day Centers Apt. 049,Apt. 441,Philadelphia,19103
1665,1528,18/01/2025 06:35,Margherita,Special Pizza,Regular,13,3,Stephanie,Reynolds,TRUE,15628 Gabrielle Wall Apt. 065,Apt. 377,Philadelphia,19107
1666,1528,18/01/2025 06:35,Pepperoni,Signature Pizza,Large,17,2,Stephanie,Reynolds,TRUE,15628 Gabrielle Wall Apt. 065,Apt. 377,Philadelphia,19107
1667,1528,18/01/2025 06:35,Chocolate Brownie,Desserts,N/A,5,5,Stephanie,Reynolds,TRUE,15628 Gabrielle Wall Apt. 065,Apt. 377,Philadelphia,19107
1668,1949,18/01/2025 06:49,Coca Cola,Beverages,33CL,3,4,Stephen,Howell,TRUE,91606 Hoffman Lane,Suite 344,New York,10006
1669,1949,18/01/2025 06:49,Pepperoni,Signature Pizza,Large,17,3,Stephen,Howell,TRUE,91606 Hoffman Lane,Suite 344,New York,10006
1670,1949,18/01/2025 06:49,Coca Cola,Beverages,1.5L,6,4,Stephen,Howell,TRUE,91606 Hoffman Lane,Suite 344,New York,10006
1671,1949,18/01/2025 06:49,Chocolate Brownie,Desserts,N/A,5,4,Stephen,Howell,TRUE,91606 Hoffman Lane,Suite 344,New York,10006
1672,1949,18/01/2025 06:49,Margherita,Special Pizza,Regular,13,5,Stephen,Howell,TRUE,91606 Hoffman Lane,Suite 344,New York,10006
1673,1126,18/01/2025 07:24,Garlic Bread,Sides,N/A,6,2,Paul,Huffman,TRUE,82848 Carter Stravenue,Apt. 790,Philadelphia,19114
1674,1126,18/01/2025 07:24,Pepperoni,Signature Pizza,Regular,15,1,Paul,Huffman,TRUE,82848 Carter Stravenue,Apt. 790,Philadelphia,19114
1675,1800,18/01/2025 10:16,Chocolate Brownie,Desserts,N/A,5,3,Amanda,Carpenter,TRUE,58199 Reed Square Apt. 152,Apt. 722,Philadelphia,19114
1676,1800,18/01/2025 10:16,Coca Cola,Beverages,1.5L,6,1,Amanda,Carpenter,TRUE,58199 Reed Square Apt. 152,Apt. 722,Philadelphia,19114
1677,1800,18/01/2025 10:16,Margherita,Special Pizza,Large,15,2,Amanda,Carpenter,TRUE,58199 Reed Square Apt. 152,Apt. 722,Philadelphia,19114
1678,1800,18/01/2025 10:16,Pepperoni,Signature Pizza,Regular,15,2,Amanda,Carpenter,TRUE,58199 Reed Square Apt. 152,Apt. 722,Philadelphia,19114
1679,1800,18/01/2025 10:16,Margherita,Special Pizza,Regular,13,3,Amanda,Carpenter,TRUE,58199 Reed Square Apt. 152,Apt. 722,Philadelphia,19114
1680,1795,18/01/2025 10:28,Coca Cola,Beverages,33CL,3,4,Jason,Mcdonald,TRUE,01784 Misty Forest Apt. 583,Suite 706,New York,10003
1681,1795,18/01/2025 10:28,Chocolate Brownie,Desserts,N/A,5,1,Jason,Mcdonald,TRUE,01784 Misty Forest Apt. 583,Suite 706,New York,10003
1682,1795,18/01/2025 10:28,Coca Cola,Beverages,33CL,3,4,Jason,Mcdonald,TRUE,01784 Misty Forest Apt. 583,Suite 706,New York,10003
1683,1795,18/01/2025 10:28,Chocolate Brownie,Desserts,N/A,5,4,Jason,Mcdonald,TRUE,01784 Misty Forest Apt. 583,Suite 706,New York,10003
1684,1029,18/01/2025 11:30,Garlic Bread,Sides,N/A,6,4,Julie,Johnson,TRUE,550 Owens Shoals,Suite 698,New York,10004
1685,1315,18/01/2025 12:24,Chocolate Brownie,Desserts,N/A,5,2,Kathleen,Hall,FALSE,46523 Lori Forest Suite 833,Suite 149,New York,10001
1686,1315,18/01/2025 12:24,Coca Cola,Beverages,33CL,3,1,Kathleen,Hall,FALSE,46523 Lori Forest Suite 833,Suite 149,New York,10001
1687,1481,18/01/2025 13:12,Garlic Bread,Sides,N/A,6,5,Elizabeth,Vargas,TRUE,035 Samuel Village Suite 349,Apt. 380,New York,10007
1688,1481,18/01/2025 13:12,Pepperoni,Signature Pizza,Large,17,3,Elizabeth,Vargas,TRUE,035 Samuel Village Suite 349,Apt. 380,New York,10007
1689,1481,18/01/2025 13:12,Garlic Bread,Sides,N/A,6,3,Elizabeth,Vargas,TRUE,035 Samuel Village Suite 349,Apt. 380,New York,10007
1690,1789,18/01/2025 13:42,Chocolate Brownie,Desserts,N/A,5,1,Dean,Williams,FALSE,4250 Laurie Fork,Apt. 912,New York,10004
1691,1789,18/01/2025 13:42,Garlic Bread,Sides,N/A,6,2,Dean,Williams,FALSE,4250 Laurie Fork,Apt. 912,New York,10004
1692,1789,18/01/2025 13:42,Margherita,Special Pizza,Large,15,1,Dean,Williams,FALSE,4250 Laurie Fork,Apt. 912,New York,10004
1693,1789,18/01/2025 13:42,Garlic Bread,Sides,N/A,6,2,Dean,Williams,FALSE,4250 Laurie Fork,Apt. 912,New York,10004
1694,1789,18/01/2025 13:42,Coca Cola,Beverages,1.5L,6,5,Dean,Williams,FALSE,4250 Laurie Fork,Apt. 912,New York,10004
1695,1855,18/01/2025 14:50,Chocolate Brownie,Desserts,N/A,5,3,David,Day,FALSE,042 Jill Road,Apt. 786,New York,10009
1696,1855,18/01/2025 14:50,Pepperoni,Signature Pizza,Regular,15,4,David,Day,FALSE,042 Jill Road,Apt. 786,New York,10009
1697,1855,18/01/2025 14:50,Chocolate Brownie,Desserts,N/A,5,3,David,Day,FALSE,042 Jill Road,Apt. 786,New York,10009
1698,1923,18/01/2025 15:03,Pepperoni,Signature Pizza,Regular,15,2,Edward,Garcia,TRUE,9944 Catherine Mews Apt. 578,Apt. 125,New York,10007
1699,1923,18/01/2025 15:03,Garlic Bread,Sides,N/A,6,4,Edward,Garcia,TRUE,9944 Catherine Mews Apt. 578,Apt. 125,New York,10007
1700,1923,18/01/2025 15:03,Garlic Bread,Sides,N/A,6,4,Edward,Garcia,TRUE,9944 Catherine Mews Apt. 578,Apt. 125,New York,10007
1701,1923,18/01/2025 15:03,Chocolate Brownie,Desserts,N/A,5,2,Edward,Garcia,TRUE,9944 Catherine Mews Apt. 578,Apt. 125,New York,10007
1702,1075,18/01/2025 15:52,Coca Cola,Beverages,1.5L,6,1,Ruben,Wright,TRUE,40943 Holly Throughway Suite 965,Suite 823,New York,10003
1703,1075,18/01/2025 15:52,Garlic Bread,Sides,N/A,6,2,Ruben,Wright,TRUE,40943 Holly Throughway Suite 965,Suite 823,New York,10003
1704,1591,18/01/2025 16:09,Coca Cola,Beverages,33CL,3,3,Travis,Hall,FALSE,57379 Holly Lake Apt. 833,Suite 838,New York,10001
1705,1591,18/01/2025 16:09,Margherita,Special Pizza,Large,15,5,Travis,Hall,FALSE,57379 Holly Lake Apt. 833,Suite 838,New York,10001
1706,1264,18/01/2025 16:15,Pepperoni,Signature Pizza,Large,17,2,Mary,Li,TRUE,93634 Jennifer Groves,Apt. 503,Philadelphia,19114
1707,1264,18/01/2025 16:15,Garlic Bread,Sides,N/A,6,3,Mary,Li,TRUE,93634 Jennifer Groves,Apt. 503,Philadelphia,19114
1708,1264,18/01/2025 16:15,Pepperoni,Signature Pizza,Large,17,5,Mary,Li,TRUE,93634 Jennifer Groves,Apt. 503,Philadelphia,19114
1709,1704,18/01/2025 17:03,Margherita,Special Pizza,Large,15,4,Colton,Dennis,TRUE,069 Kennedy Haven,Apt. 313,Philadelphia,19102
1710,1704,18/01/2025 17:03,Margherita,Special Pizza,Regular,13,4,Colton,Dennis,TRUE,069 Kennedy Haven,Apt. 313,Philadelphia,19102
1711,1704,18/01/2025 17:03,Coca Cola,Beverages,1.5L,6,1,Colton,Dennis,TRUE,069 Kennedy Haven,Apt. 313,Philadelphia,19102
1712,1704,18/01/2025 17:03,Pepperoni,Signature Pizza,Large,17,1,Colton,Dennis,TRUE,069 Kennedy Haven,Apt. 313,Philadelphia,19102
1713,1704,18/01/2025 17:03,Margherita,Special Pizza,Regular,13,4,Colton,Dennis,TRUE,069 Kennedy Haven,Apt. 313,Philadelphia,19102
1714,1934,18/01/2025 18:23,Garlic Bread,Sides,N/A,6,5,James,Keller,TRUE,776 Taylor Ridge,Suite 239,Philadelphia,19111
1715,1343,18/01/2025 19:03,Chocolate Brownie,Desserts,N/A,5,3,Katherine,Robinson,TRUE,2063 Brown Square,Suite 598,New York,10004
1716,1343,18/01/2025 19:03,Margherita,Special Pizza,Regular,13,1,Katherine,Robinson,TRUE,2063 Brown Square,Suite 598,New York,10004
1717,1239,18/01/2025 19:52,Garlic Bread,Sides,N/A,6,5,Caleb,Brown,TRUE,854 Parker Cove Suite 393,Suite 356,New York,10004
1718,1239,18/01/2025 19:52,Margherita,Special Pizza,Regular,13,5,Caleb,Brown,TRUE,854 Parker Cove Suite 393,Suite 356,New York,10004
1719,1239,18/01/2025 19:52,Garlic Bread,Sides,N/A,6,3,Caleb,Brown,TRUE,854 Parker Cove Suite 393,Suite 356,New York,10004
1720,1239,18/01/2025 19:52,Margherita,Special Pizza,Large,15,2,Caleb,Brown,TRUE,854 Parker Cove Suite 393,Suite 356,New York,10004
1721,1239,18/01/2025 19:52,Pepperoni,Signature Pizza,Large,17,1,Caleb,Brown,TRUE,854 Parker Cove Suite 393,Suite 356,New York,10004
1722,1414,18/01/2025 20:39,Garlic Bread,Sides,N/A,6,4,Ryan,Golden,TRUE,59521 Robin Highway,Apt. 216,Philadelphia,19104
1723,1414,18/01/2025 20:39,Garlic Bread,Sides,N/A,6,4,Ryan,Golden,TRUE,59521 Robin Highway,Apt. 216,Philadelphia,19104
1724,1917,18/01/2025 21:18,Margherita,Special Pizza,Regular,13,2,Kendra,Sutton,FALSE,2007 Karina Plain Suite 290,Suite 076,New York,10004
1725,1917,18/01/2025 21:18,Chocolate Brownie,Desserts,N/A,5,5,Kendra,Sutton,FALSE,2007 Karina Plain Suite 290,Suite 076,New York,10004
1726,1917,18/01/2025 21:18,Pepperoni,Signature Pizza,Large,17,2,Kendra,Sutton,FALSE,2007 Karina Plain Suite 290,Suite 076,New York,10004
1727,1586,18/01/2025 21:27,Chocolate Brownie,Desserts,N/A,5,3,Darren,Roman,TRUE,75280 Aaron Harbor,Apt. 934,Philadelphia,19104
1728,1072,18/01/2025 21:58,Chocolate Brownie,Desserts,N/A,5,2,Jason,Bean,TRUE,1890 Page Spurs,Apt. 976,Philadelphia,19115
1729,1395,18/01/2025 23:39,Margherita,Special Pizza,Regular,13,3,Melanie,Bridges,FALSE,498 Alexander Ville Suite 484,Apt. 522,New York,10006
1730,1395,18/01/2025 23:39,Margherita,Special Pizza,Large,15,1,Melanie,Bridges,FALSE,498 Alexander Ville Suite 484,Apt. 522,New York,10006
1731,1395,18/01/2025 23:39,Pepperoni,Signature Pizza,Regular,15,5,Melanie,Bridges,FALSE,498 Alexander Ville Suite 484,Apt. 522,New York,10006
1732,1395,18/01/2025 23:39,Garlic Bread,Sides,N/A,6,5,Melanie,Bridges,FALSE,498 Alexander Ville Suite 484,Apt. 522,New York,10006
1733,1851,18/01/2025 23:47,Coca Cola,Beverages,1.5L,6,5,Kathryn,Hill,TRUE,37956 Alexander Branch Apt. 447,Suite 736,New York,10007
1734,1851,18/01/2025 23:47,Coca Cola,Beverages,1.5L,6,1,Kathryn,Hill,TRUE,37956 Alexander Branch Apt. 447,Suite 736,New York,10007
1735,1851,18/01/2025 23:47,Garlic Bread,Sides,N/A,6,3,Kathryn,Hill,TRUE,37956 Alexander Branch Apt. 447,Suite 736,New York,10007
1736,1851,18/01/2025 23:47,Margherita,Special Pizza,Regular,13,5,Kathryn,Hill,TRUE,37956 Alexander Branch Apt. 447,Suite 736,New York,10007
1737,1552,18/01/2025 23:54,Margherita,Special Pizza,Regular,13,5,Kristi,Boyd,TRUE,5821 Jennifer Extension,Apt. 878,Philadelphia,19104
